city_name,restaurant_name,request_time_local,final_delivery_time_local,order_status,dish_name,item_quantity,customizations,customization_cost_local,special_instructions,item_price,order_price,currency,restaurant_tokens,dish_name_clean,customization_clean,dish_name_to_be_processed,dish_description,sugar_level,sodium_level
Washington D.C.,The Burger Den (8424 Baltimore Ave),2021-09-11T16:42:23.000Z,2021-09-11T17:27:55.000Z,completed,Vibe with Shrooms Burger,1.0,Wavy Cut Fries,0.0,,11.89,21.06,USD,"{'baltimore', 'burger', 'den', 'the', 'ave'}",vibe with shrooms,wavy cut fries,vibe with shrooms wavy cut fries,,,
Washington D.C.,Passage to India,2021-08-30T19:40:34.000Z,2021-08-30T21:27:35.000Z,completed,Fish Vendiam Curry,1.0,,,,18.95,102.85,USD,"{'india', 'passage'}",fish vendiam curry,,fish vendiam curry,,,
Washington D.C.,Kitchen Near You,2021-08-29T23:05:28.000Z,2021-08-30T00:43:28.000Z,completed,Grilled Fish and Plantain,1.0,,,,25.0,43.45,USD,"{'kitchen', 'you', 'near'}",grilled fish and plantain,,grilled fish and plantain,,,
Washington D.C.,Kitchen Near You,2021-08-29T23:05:28.000Z,2021-08-30T00:43:28.000Z,completed,"Spicy Goat, Rice",1.0,,,,15.99,43.45,USD,"{'kitchen', 'you', 'near'}",spicy goat rice,,spicy goat rice,,,
Washington D.C.,Maurya Kebabs & Curries,2021-08-13T16:35:14.000Z,2021-08-13T17:42:44.000Z,completed,Chicken Samosa,1.0,,,,5.75,44.53,USD,"{'kebabs', 'curries', 'maurya'}",chicken samosa,,chicken samosa,,,
Washington D.C.,Pizza Boli’s,2021-08-12T22:51:21.000Z,2021-08-12T23:33:27.000Z,completed,Jumbo Slice Carrot Cake,1.0,,,,7.99,30.51,USD,"{'boli', 'pizza'}",slice carrot cake,,slice carrot cake,,,
Washington D.C.,Woodlands Restaurant,2021-07-05T20:20:06.000Z,2021-07-05T21:37:09.000Z,completed,Chapathy (2 pcs),3.0,,,,5.0,63.23,USD,"{'woodlands', 'restaurant'}",chapathy,,chapathy,,,
Washington D.C.,Plant-Based Indian,2021-07-04T21:09:52.000Z,2021-07-04T22:00:02.000Z,completed,Spiced Chickpea Feast (Vegan),1.0,Hot,0.0,,14.94,77.84,USD,"{'indian', 'based', 'plant'}",spiced chickpea feast,hot,spiced chickpea feast hot,,,
Washington D.C.,Spice 6 Modern Indian (Hyattsville),2021-05-26T14:26:43.000Z,2021-05-26T16:00:01.000Z,completed,Whole Wheat Naan,1.0,,,,3.49,65.26,USD,"{'spice', 'indian', 'hyattsville', 'modern'}",whole wheat naan,,whole wheat naan,,,
Washington D.C.,Shanghai Tokyo Cafe (College Park),2021-04-10T15:49:39.000Z,2021-04-10T16:24:17.000Z,completed,#19.桂林辣子鸡Gui Lin Spicy Chicken,1.0,,,,18.45,51.11,USD,"{'cafe', 'shanghai', 'college', 'park', 'tokyo'}",gui lin spicy chicken,,gui lin spicy chicken,,,
Washington D.C.,Shake Shack (Navy Yard),2021-03-06T17:54:47.000Z,2021-03-06T19:25:07.000Z,completed,Chick'n Bites,2.0,10 pcs,2.4,,5.25,33.67,USD,"{'yard', 'navy', 'shake', 'shack'}",chick bites,,chick bites,,,
Washington D.C.,Shake Shack (Navy Yard),2021-03-06T17:54:47.000Z,2021-03-06T19:25:07.000Z,completed,Chick’n Shack,3.0,"Add Cherry Peppers, Add Shack Sauce, Add Sliced Onions, No Shredded Lettuce, Add Tomato",0.0,,7.65,33.67,USD,"{'yard', 'navy', 'shake', 'shack'}",chick,peppers sauce onions lettuce,chick peppers sauce onions lettuce,,,
Washington D.C.,Malgudi Veg,2021-02-22T20:53:41.000Z,2021-02-22T22:30:30.000Z,completed,Hot and Sour Soup,1.0,,,,5.99,64.75,USD,"{'malgudi', 'veg'}",hot and sour soup,,hot and sour soup,,,
Washington D.C.,McDonald's® (8203 SUDLEY RD),2021-02-03T22:46:47.000Z,2021-02-03T23:05:55.000Z,completed,Sweet N Sour Dipping Sauce,2.0,,,,0.0,29.18,USD,"{'sudley', 'mcdonald'}",sweet sour dipping sauce,,sweet sour dipping sauce,,,
Washington D.C.,McDonald's® (8203 SUDLEY RD),2021-02-03T22:46:47.000Z,2021-02-03T23:05:55.000Z,completed,Tangy Honey Mustard,2.0,,,,0.0,29.18,USD,"{'sudley', 'mcdonald'}",tangy honey mustard,,tangy honey mustard,,,
Washington D.C.,7-Eleven (8900 Edmonston Rd),2021-01-29T12:35:12.000Z,2021-01-29T13:06:57.000Z,completed,7 Select Whole Milk Half Gallon,1.0,,,,3.59,45.49,USD,"{'eleven', 'edmonston'}",select whole milk half gallon,,select whole milk half gallon,,,
Washington D.C.,7-Eleven (8900 Edmonston Rd),2021-01-29T12:35:12.000Z,2021-01-29T13:06:57.000Z,completed,NeMos Carrot Cake Square 3oz,4.0,,,,1.89,45.49,USD,"{'eleven', 'edmonston'}",nemos carrot cake square,,nemos carrot cake square,,,
Washington D.C.,Naz's Halal Food - Burtonsville,2021-01-24T16:18:00.000Z,2021-01-24T17:38:57.000Z,completed,*** Seasoned Fries ***,2.0,,,,3.99,49.63,USD,"{'food', 'burtonsville', 'naz', 'halal'}",seasoned fries,,seasoned fries,,,
Washington D.C.,Naz's Halal Food - Burtonsville,2021-01-24T16:18:00.000Z,2021-01-24T17:38:57.000Z,completed,Chicken over Rice,1.0,,,,8.99,49.63,USD,"{'food', 'burtonsville', 'naz', 'halal'}",chicken over rice,,chicken over rice,,,
Washington D.C.,Naz's Halal Food - Burtonsville,2021-01-24T16:18:00.000Z,2021-01-24T17:38:57.000Z,completed,Fried Fish Gyro,1.0,White Sauce,0.0,,7.99,49.63,USD,"{'food', 'burtonsville', 'naz', 'halal'}",fried fish gyro,white sauce,fried fish gyro white sauce,,,
Washington D.C.,Naz's Halal Food - Burtonsville,2021-01-24T16:18:00.000Z,2021-01-24T17:38:57.000Z,completed,Lamb over Rice,1.0,"Green Sauce, White Sauce",0.0,,8.99,49.63,USD,"{'food', 'burtonsville', 'naz', 'halal'}",lamb over rice,green sauce white sauce,lamb over rice green sauce white sauce,,,
Washington D.C.,McDonald's® (College Park),2021-01-19T23:34:54.000Z,2021-01-19T23:47:44.000Z,completed,Bottled Orange Juice,1.0,,,,2.69,18.6,USD,"{'college', 'park', 'mcdonald'}",bottled orange juice,,bottled orange juice,,,
Washington D.C.,El Paraiso (Hyattsville),2021-01-16T20:43:43.000Z,2021-01-16T22:02:08.000Z,completed,Chicken Enchilada,2.0,,,,12.95,36.27,USD,"{'hyattsville', 'paraiso'}",chicken enchilada,,chicken enchilada,,,
Washington D.C.,Dessert by Mid Atlantic,2021-01-16T19:15:17.000Z,2021-01-16T19:22:55.000Z,canceled,The BEST Red Velvet Cake,1.0,,,,9.49,0.0,USD,"{'mid', 'atlantic', 'dessert'}",the best red velvet cake,,the best red velvet cake,,,
Washington D.C.,Dessert by Mid Atlantic,2021-01-16T19:15:17.000Z,2021-01-16T19:22:55.000Z,canceled,Premium Carrot Cake,1.0,,,,9.49,0.0,USD,"{'mid', 'atlantic', 'dessert'}",premium carrot cake,,premium carrot cake,,,
Washington D.C.,Dessert by Mid Atlantic,2021-01-16T19:15:17.000Z,2021-01-16T19:22:55.000Z,canceled,Triple Chocolate Cake,1.0,,,,9.49,0.0,USD,"{'mid', 'atlantic', 'dessert'}",chocolate cake,,chocolate cake,,,
Washington D.C.,McDonald's® (Bwr Rbd 190028 Greenbelt),2021-01-12T23:43:23.000Z,2021-01-13T00:16:37.000Z,completed,Medium Sweet Iced Tea,3.0,Ice,0.0,,1.69,25.54,USD,"{'rbd', 'bwr', 'greenbelt', 'mcdonald'}",sweet iced tea,ice,sweet iced tea ice,,,
Washington D.C.,Shake Shack (Logan Circle),2021-01-08T20:42:51.000Z,2021-01-08T21:50:15.000Z,completed,Fifty/Fifty,2.0,Small,0.0,,2.89,64.68,USD,"{'circle', 'shake', 'logan', 'shack'}",fifty,,fifty,,,
Washington D.C.,Shake Shack (Logan Circle),2021-01-08T20:42:51.000Z,2021-01-08T21:50:15.000Z,completed,Korean Gochujang Chick'n Bites,1.0,6 pcs,0.0,,5.49,64.68,USD,"{'circle', 'shake', 'logan', 'shack'}",korean gochujang chick bites,,korean gochujang chick bites,,,
Washington D.C.,Jukebox Diner,2020-12-21T15:36:02.000Z,2020-12-21T16:13:42.000Z,completed,The Healthy Veg'd Out,2.0,"Wheat Toast, Fried Home-Style Potatoes",0.0,please provide condiments,11.39,41.87,USD,"{'diner', 'jukebox'}",the healthy veg out,wheat toast fried home style potatoes,the healthy veg out wheat toast fried home style potatoes,,,
Washington D.C.,Krazi Kebob (College Park),2020-12-20T21:01:55.000Z,2020-12-20T21:47:07.000Z,completed,Rice Bowl,4.0,"Peppers, Onions",0.35,,8.99,64.01,USD,"{'kebob', 'college', 'krazi', 'park'}",rice bowl,peppers onions,rice bowl peppers onions,,,
Washington D.C.,Checkers (6051 Greenbelt Road),2020-12-19T23:09:04.000Z,2020-12-20T00:02:39.000Z,completed,Smoky BBQ Bacon Buford,1.0,Smoky BBQ Bacon Buford,0.0,,9.93,62.07,USD,"{'checkers', 'road', 'greenbelt'}",smoky bbq bacon buford,smoky bbq bacon buford,smoky bbq bacon buford smoky bbq bacon buford,,,
Washington D.C.,Tiffin Restaurant,2020-12-15T13:12:14.000Z,2020-12-15T14:23:31.000Z,completed,Chole Peshawari,1.0,,,,13.0,86.79,USD,"{'tiffin', 'restaurant'}",chole peshawari,,chole peshawari,,,
Washington D.C.,Dunkin' (7421 Sudley Rd),2020-12-13T22:33:55.000Z,2020-12-13T22:59:05.000Z,completed,Bagel with Cream Cheese,2.0,"On Side (Garden Veggie Cream Cheese Spread), Sesame Seed, Toasted",0.0,,3.49,25.41,USD,"{'sudley', 'dunkin'}",bagel with cream cheese,on sesame seed toasted,bagel with cream cheese on sesame seed toasted,,,
Washington D.C.,McDonald's® (8203 SUDLEY RD),2020-12-05T00:51:51.000Z,2020-12-05T01:12:58.000Z,completed,Mighty Hot Sauce,1.0,,,,0.0,27.32,USD,"{'sudley', 'mcdonald'}",mighty hot sauce,,mighty hot sauce,,,
Washington D.C.,Dunkin' (8525 Rolling Rd),2020-11-03T19:24:51.000Z,2020-11-03T20:16:48.000Z,completed,English Muffin,1.0,"Butter Packets on the Side, Toasted",0.0,,1.74,20.17,USD,"{'rolling', 'dunkin'}",english muffin,butter packets toasted,english muffin butter packets toasted,,,
Washington D.C.,Ashton Avenue Family Restaurant,2020-10-25T13:14:40.000Z,2020-10-25T13:55:48.000Z,completed,Fried Calamari,1.0,,,,11.0,27.89,USD,"{'restaurant', 'avenue', 'ashton', 'family'}",fried calamari,,fried calamari,,,
Washington D.C.,Rangoli,2020-09-01T19:24:05.000Z,2020-09-01T20:06:32.000Z,completed,Chilly Chicken,1.0,,,,15.99,74.0,USD,{'rangoli'},chilly chicken,,chilly chicken,,,
Washington D.C.,Pizza Boli's (8800 Commerce Ct),2020-09-01T00:48:35.000Z,2020-09-01T03:48:55.000Z,completed,Jumbo Slice Chocolate Cake,1.0,,,,5.99,51.4,USD,"{'boli', 'commerce', 'pizza'}",slice chocolate cake,,slice chocolate cake,,,
Washington D.C.,Pizza Boli's (8800 Commerce Ct),2020-09-01T00:48:35.000Z,2020-09-01T03:48:55.000Z,completed,Bread Sticks,1.0,,,,6.99,51.4,USD,"{'boli', 'commerce', 'pizza'}",bread sticks,,bread sticks,,,
Washington D.C.,Burger King (8889 Centerville Road),2020-08-31T23:48:48.000Z,2020-09-01T00:37:39.000Z,canceled,Spicy Nuggets - 10 Pc,1.0,"Ranch Sauce, Honey Mustard Sauce",0.0,,1.49,0.0,USD,"{'centerville', 'burger', 'king', 'road'}",spicy nuggets,ranch sauce honey mustard sauce,spicy nuggets ranch sauce honey mustard sauce,,,
Washington D.C.,Taco Bell (8428 Baltimore Ave.),2020-08-28T21:12:59.000Z,2020-08-28T22:42:56.000Z,completed,Cheesy Bean and Rice Burrito,2.0,Onions,0.34,,1.63,12.7,USD,"{'baltimore', 'bell', 'taco', 'ave'}",cheesy bean and rice burrito,onions,cheesy bean and rice burrito onions,,,
Washington D.C.,IHOP (Sudley Rd),2020-08-19T21:24:00.000Z,2020-08-19T21:52:26.000Z,completed,Create Your Own Omelette,2.0,"Crispy Hash Browns, Jack & Cheddar Blend, Hash Browns, Standard",0.0,,8.79,31.38,USD,"{'sudley', 'ihop'}",create your own omelette,crispy hash browns jack and cheddar blend hash browns standard,create your own omelette crispy hash browns jack and cheddar blend hash browns standard,,,
Washington D.C.,Taco Bell (8891 Centreville Road),2020-08-13T00:52:26.000Z,2020-08-13T01:48:34.000Z,completed,Cheesy Potato Griller,2.0,Onions,0.23,,2.33,43.97,USD,"{'centreville', 'road', 'bell', 'taco'}",cheesy potato griller,onions,cheesy potato griller onions,,,
Washington D.C.,IHOP (Sudley Rd),2020-08-05T09:37:42.000Z,2020-08-05T10:10:59.000Z,completed,Create Your Own Pancake Combo,1.0,"Crispy Hash Browns, 2 Buttermilk Chocolate Chip Pancakes, 2 Turkey Bacon Strips, 2 Scrambled",0.0,,9.79,46.9,USD,"{'sudley', 'ihop'}",create your own pancake,crispy hash browns buttermilk chocolate chip pancakes turkey bacon strips scrambled,create your own pancake crispy hash browns buttermilk chocolate chip pancakes turkey bacon strips scrambled,,,
Washington D.C.,Panda Express (10689 Sudley Manor Drive),2020-07-27T12:49:38.000Z,2020-07-27T13:21:31.000Z,completed,Plate,2.0,"SweetFire Chicken Breast, Kung Pao Chicken, Chow Mein, Fried Rice",0.0,,9.4,46.61,USD,"{'drive', 'manor', 'panda', 'express', 'sudley'}",plate,sweetfire chicken breast kung pao chicken chow mein fried rice,plate sweetfire chicken breast kung pao chicken chow mein fried rice,,,
Washington D.C.,"McDonald's® (Riverdale, Md - Riverdale Road)",2020-07-26T00:49:37.000Z,2020-07-26T01:20:00.000Z,completed,Crispy Buttermilk Chicken,1.0,"Gourmet Bun, Shredded Lettuce, Salt, Mayonnaise, Ice, Roma Tomato - 3 Slices, Large Sweet Iced Tea, Crispy Chicken Filet",0.0,,5.29,23.87,USD,"{'road', 'riverdale', 'mcdonald'}",crispy buttermilk chicken,gourmet bun shredded lettuce salt mayonnaise ice roma tomato slices sweet iced tea crispy chicken filet,crispy buttermilk chicken gourmet bun shredded lettuce salt mayonnaise ice roma tomato slices sweet iced tea crispy chicken filet,,,
Washington D.C.,Taco Bell (1300 Holton Lane),2020-07-26T00:43:39.000Z,2020-07-26T01:43:28.000Z,completed,7-Layer Burrito,2.0,Black Beans,0.0,,3.73,96.21,USD,"{'holton', 'lane', 'bell', 'taco'}",layer burrito,black beans,layer burrito black beans,,,
Washington D.C.,Starbucks (Greenway Shopping Center),2020-07-25T11:14:19.000Z,2020-07-25T12:14:47.000Z,failed,Chicken Caprese,2.0,,,,7.75,0.0,USD,"{'starbucks', 'shopping', 'center', 'greenway'}",chicken caprese,,chicken caprese,,,
Washington D.C.,Starbucks (Greenway Shopping Center),2020-07-25T11:14:19.000Z,2020-07-25T12:14:47.000Z,failed,Blueberry Muffin,1.0,"Not Warmed, Warmed",0.0,,2.95,0.0,USD,"{'starbucks', 'shopping', 'center', 'greenway'}",blueberry muffin,not warmed,blueberry muffin not warmed,,,
Washington D.C.,Starbucks (Greenway Shopping Center),2020-07-25T11:09:31.000Z,2020-07-25T11:50:02.000Z,completed,Double Chocolate Chunk Brownie,1.0,"Not Warmed, Warmed",0.0,,3.45,20.95,USD,"{'starbucks', 'shopping', 'center', 'greenway'}",chocolate chunk brownie,not warmed,chocolate chunk brownie not warmed,,,
Washington D.C.,Chipotle Mexican Grill (5506 Cherrywood Ln Ste G),2020-07-12T22:30:57.000Z,2020-07-12T22:57:13.000Z,completed,Peach Orange Juice,1.0,,,,2.85,48.3,USD,"{'ste', 'grill', 'cherrywood', 'mexican', 'chipotle'}",peach orange juice,,peach orange juice,,,
Washington D.C.,McDonald's® (Bwr Rbd 190028 Greenbelt),2020-06-28T01:48:44.000Z,2020-06-28T02:23:59.000Z,completed,Medium Caramel Hot Chocolate,1.0,"Whole Milk, Whipped Cream, Caramel Drizzle, Chocolate Syrup, Medium Caramel Hot Chocolate, Caramel Syrup",0.0,,4.29,31.86,USD,"{'rbd', 'bwr', 'greenbelt', 'mcdonald'}",caramel hot chocolate,whole milk whipped cream caramel drizzle chocolate syrup caramel hot chocolate caramel syrup,caramel hot chocolate whole milk whipped cream caramel drizzle chocolate syrup caramel hot chocolate caramel syrup,,,
Washington D.C.,McDonald's® (Bwr Rbd 190028 Greenbelt),2020-06-28T01:48:44.000Z,2020-06-28T02:23:59.000Z,completed,Medium Chocolate Shake,1.0,Whipped Cream,0.0,,3.49,31.86,USD,"{'rbd', 'bwr', 'greenbelt', 'mcdonald'}",chocolate shake,whipped cream,chocolate shake whipped cream,,,
Washington D.C.,McDonald's® (Bwr Rbd 190028 Greenbelt),2020-06-28T01:48:44.000Z,2020-06-28T02:23:59.000Z,completed,Medium Strawberry Shake,1.0,"Whipped Cream, Medium Strawberry Shake",0.0,,3.49,31.86,USD,"{'rbd', 'bwr', 'greenbelt', 'mcdonald'}",strawberry shake,whipped cream strawberry shake,strawberry shake whipped cream strawberry shake,,,
Washington D.C.,Shanghai Tokyo Cafe (College Park),2020-06-27T15:24:58.000Z,2020-06-27T15:51:18.000Z,completed,Vegetable and Tofu Pad Thai,4.0,Tofu,2.0,,10.95,101.76,USD,"{'cafe', 'shanghai', 'college', 'park', 'tokyo'}",vegetable and tofu pad thai,tofu,vegetable and tofu pad thai tofu,,,
Washington D.C.,Starbucks (Riverdale Park),2020-06-14T06:10:58.000Z,2020-06-14T07:20:13.000Z,completed,S'mores Frappuccino® Blended Beverage,1.0,"Whole Milk, Ice, Frappuccino® Roast, Included Vanilla Syrup, Graham Cracker Topping, Included Milk Chocolate Sauce",0.0,,5.75,28.14,USD,"{'starbucks', 'park', 'riverdale'}",mores frappuccino blended beverage,whole milk ice frappuccino roast included vanilla syrup graham cracker topping included milk chocolate sauce,mores frappuccino blended beverage whole milk ice frappuccino roast included vanilla syrup graham cracker topping included milk chocolate sauce,,,
Washington D.C.,Burger King (2208 University Blvd E),2020-05-23T23:21:23.000Z,2020-05-23T23:29:03.000Z,unfulfilled,Spicy Crispy Chicken Sandwich Meal,1.0,"Medium, Sprite®, French Fries",0.0,,8.29,0.0,USD,"{'burger', 'king', 'university', 'blvd'}",spicy crispy chicken sandwich,sprite french fries,spicy crispy chicken sandwich sprite french fries,,,
Washington D.C.,Burger King (2208 University Blvd E),2020-05-23T23:21:23.000Z,2020-05-23T23:29:03.000Z,unfulfilled,Impossible™ WHOPPER® Meal,2.0,"Dr Pepper®, French Fries",0.0,,8.99,0.0,USD,"{'burger', 'king', 'university', 'blvd'}",impossible whopper,dr pepper french fries,impossible whopper dr pepper french fries,,,
Washington D.C.,Pizza Boli's (8800 Commerce Ct),2020-05-18T19:22:15.000Z,2020-05-18T21:47:40.000Z,completed,2 Liter Bottled Soda,4.0,Brisk Iced Tea,0.0,,2.99,15.25,USD,"{'boli', 'commerce', 'pizza'}",liter bottled soda,brisk iced tea,liter bottled soda brisk iced tea,,,
Washington D.C.,Bombay Bites,2020-05-02T12:28:22.000Z,2020-05-02T13:23:02.000Z,completed,Garlic Chicken Curry,1.0,Medium,0.0,,11.99,51.8,USD,"{'bites', 'bombay'}",garlic chicken curry,,garlic chicken curry,,,
Washington D.C.,Popeyes (8416 Sudley Rd),2020-04-21T13:52:23.000Z,2020-04-21T14:38:25.000Z,completed,UnSweet Iced Tea 1/2 Gallon,1.0,,,,2.74,34.35,USD,"{'sudley', 'popeyes'}",unsweet iced tea gallon,,unsweet iced tea gallon,,,
Washington D.C.,Popeyes (8416 Sudley Rd),2020-04-21T13:52:23.000Z,2020-04-21T14:38:25.000Z,completed,CANE SWEEEET ICED TEA™ 1/2 Gallon,1.0,,,,2.74,34.35,USD,"{'sudley', 'popeyes'}",cane sweeeet iced tea gallon,,cane sweeeet iced tea gallon,,,
Washington D.C.,Panda Express (10689 Sudley Manor Drive),2020-04-14T17:33:22.000Z,2020-04-14T18:00:06.000Z,completed,Build Your Own Bigger Plate - 1 Full Side,1.0,"SweetFire Chicken Breast, Kung Pao Chicken, Chow Mein",0.0,,11.25,40.8,USD,"{'drive', 'manor', 'panda', 'express', 'sudley'}",build your own bigger plate full,sweetfire chicken breast kung pao chicken chow mein,build your own bigger plate full sweetfire chicken breast kung pao chicken chow mein,,,
Washington D.C.,Panda Express (10689 Sudley Manor Drive),2020-04-14T17:33:22.000Z,2020-04-14T18:00:06.000Z,completed,Build Your Own Bigger Plate - 2 Half Sides,1.0,"Mushroom Chicken, SweetFire Chicken Breast, Kung Pao Chicken, Half Fried Rice, Half Chow Mein",0.0,,11.25,40.8,USD,"{'drive', 'manor', 'panda', 'express', 'sudley'}",build your own bigger plate half sides,mushroom chicken sweetfire chicken breast kung pao chicken half fried rice half chow mein,build your own bigger plate half sides mushroom chicken sweetfire chicken breast kung pao chicken half fried rice half chow mein,,,
Washington D.C.,Iconik Lounge & Grill (Manassas),2020-04-09T21:43:47.000Z,2020-04-09T22:21:12.000Z,completed,Chicken Kabob Roll (Halal),1.0,,,extra spicy,10.99,40.58,USD,"{'iconik', 'lounge', 'grill', 'manassas'}",chicken kabob roll,,chicken kabob roll,,,
Washington D.C.,Starbucks (Manassas Crossroads),2020-04-08T00:37:17.000Z,2020-04-08T01:23:59.000Z,completed,Java Chip Frappuccino® Blended Beverage,1.0,Heavy Cream,0.8,,5.15,21.18,USD,"{'starbucks', 'manassas', 'crossroads'}",java chip frappuccino blended beverage,heavy cream,java chip frappuccino blended beverage heavy cream,,,
Washington D.C.,Cold Stone (8113 Sudley Rd),2020-03-27T20:52:57.000Z,2020-03-27T21:12:50.000Z,completed,Create Your Own Mine,2.0,"Chocolate Chips, M&M's, Kit Kat, Pistachio Ice Ceram, Fudge Topping",0.0,,9.49,22.14,USD,"{'cold', 'sudley', 'stone'}",create your own mine,chocolate chips and kit kat pistachio ice ceram fudge topping,create your own mine chocolate chips and kit kat pistachio ice ceram fudge topping,,,
Washington D.C.,Burger King (8330 Sudley Road),2020-03-21T20:18:24.000Z,2020-03-21T20:45:39.000Z,completed,Spicy Crispy Chicken Sandwich,1.0,"Add Pickles, Add Onion",0.0,,5.59,64.49,USD,"{'burger', 'king', 'sudley', 'road'}",spicy crispy chicken sandwich,,spicy crispy chicken sandwich,,,
Washington D.C.,Cold Stone (8113 Sudley Rd),2020-03-18T16:28:16.000Z,2020-03-18T16:43:39.000Z,completed,Berry Berry Berry Good,1.0,Gotta Have It,1.6,,6.89,14.96,USD,"{'cold', 'sudley', 'stone'}",berry good,gotta have it,berry good gotta have it,,,
Washington D.C.,McDonald's® (12982 MIDDLEBROOK RD),2020-02-05T23:31:07.000Z,2020-02-05T23:46:00.000Z,completed,Bacon Big Mac,1.0,"Shredded Lettuce, Big Mac Bun, Salt, Diced Onions, American Cheese, Ice, Bacon, Meat, Pickle, Mac Sauce",0.0,,7.12,15.6,USD,"{'middlebrook', 'mcdonald'}",bacon big mac,shredded lettuce big mac bun salt diced onions american cheese ice bacon meat pickle mac sauce,bacon big mac shredded lettuce big mac bun salt diced onions american cheese ice bacon meat pickle mac sauce,,,
Washington D.C.,Five Guys (12840 Pinnacle Dr.) MD - 22,2020-02-01T12:53:36.000Z,2020-02-01T13:17:22.000Z,completed,Simply Lemonade,1.0,,,,3.27,25.02,USD,"{'guys', 'pinnacle', 'five'}",simply lemonade,,simply lemonade,,,
Washington D.C.,Popeyes (19911 Frederick Rd),2019-12-27T12:31:28.000Z,,completed,The Offset (Limited Time Offer),1.0,"Large Cajun Fries, Large Mashed Potatoes with Cajun Gravy, Spicy, 4 Biscuits",0.0,,19.99,17.1,USD,"{'frederick', 'popeyes'}",the offset,cajun fries mashed potatoes with cajun gravy spicy biscuits,the offset cajun fries mashed potatoes with cajun gravy spicy biscuits,,,
Washington D.C.,Shanghai Tokyo Cafe (College Park),2019-12-25T12:33:00.000Z,,completed,Chicken Pad Thai,2.0,,,make it extra spicy please,10.95,38.37,USD,"{'cafe', 'shanghai', 'college', 'park', 'tokyo'}",chicken pad thai,,chicken pad thai,,,
Washington D.C.,Popeyes (7101 MLK Jr. Hwy),2019-12-14T20:30:01.000Z,,completed,The Quavo (Limited Time Offer),1.0,"Regular Mashed Potatoes with Cajun Gravy, Minute Maid® Lemonade, Spicy, 2 Regular Fries , 2 Apple Pies, CANE SWEEEET ICED TEA™",0.0,,17.99,21.77,USD,"{'mlk', 'hwy', 'popeyes'}",the quavo,mashed potatoes with cajun gravy minute maid lemonade spicy fries apple pies cane sweeeet iced tea,the quavo mashed potatoes with cajun gravy minute maid lemonade spicy fries apple pies cane sweeeet iced tea,,,
Washington D.C.,McDonald's® (College Park),2019-04-24T02:13:29.000Z,2019-04-24T02:59:50.000Z,completed,SCR Bacon Smokehouse Artisan - Crispy Meal,2.0,"Large, Sweet Iced Tea, Add Pickle, French Fries",,,8.29,23.96,USD,"{'college', 'park', 'mcdonald'}",scr bacon smokehouse artisan crispy,sweet iced tea french fries,scr bacon smokehouse artisan crispy sweet iced tea french fries,,,
Washington D.C.,McDonald's® (College Park),2019-04-21T22:31:26.000Z,2019-04-21T22:57:13.000Z,completed,SCR Mushroom Swiss - Crispy Meal,2.0,"Large, Add Mayonnaise, Sweet Iced Tea, Add Pickle, French Fries",,,8.78,24.9,USD,"{'college', 'park', 'mcdonald'}",scr mushroom swiss crispy,sweet iced tea french fries,scr mushroom swiss crispy sweet iced tea french fries,,,
Washington D.C.,Denny's (8424 BALTIMORE AVE),2019-04-20T06:35:01.000Z,2019-04-20T07:09:19.000Z,completed,New! Mega Philly Cheese Melt,1.0,"Chicken, Seasoned Fries",,,9.99,12.8,USD,"{'baltimore', 'ave', 'denny'}",new mega philly cheese melt,chicken seasoned fries,new mega philly cheese melt chicken seasoned fries,,,
Washington D.C.,Denny's (8424 BALTIMORE AVE),2019-04-13T01:56:15.000Z,2019-04-13T02:27:14.000Z,completed,Build Your Own Grand Slam,1.0,"Wheat Toast, Scrambled Eggs, Buttermilk Pancakes with Blueberries, Hash Browns, Cheddar Cheese Hash Browns, Buttermilk Biscuit",,,7.99,22.48,USD,"{'baltimore', 'ave', 'denny'}",build your own grand slam,wheat toast scrambled eggs buttermilk pancakes with blueberries hash browns cheddar cheese hash browns buttermilk biscuit,build your own grand slam wheat toast scrambled eggs buttermilk pancakes with blueberries hash browns cheddar cheese hash browns buttermilk biscuit,,,
Washington D.C.,McDonald's® (College Park),2019-04-02T21:18:54.000Z,2019-04-02T21:40:10.000Z,completed,Sweet Iced Tea,2.0,Large,,,1.0,16.89,USD,"{'college', 'park', 'mcdonald'}",sweet iced tea,,sweet iced tea,,,
Washington D.C.,Denny's (8424 BALTIMORE AVE),2019-03-01T03:05:40.000Z,2019-03-01T04:00:37.000Z,completed,Build Your Own Grand Slam®,1.0,"Wheat Toast, Scrambled Eggs, Hash Browns, Buttermilk Pancakes, Buttermilk Biscuit",,,,20.08,USD,"{'baltimore', 'ave', 'denny'}",build your own grand slam,wheat toast scrambled eggs hash browns buttermilk pancakes buttermilk biscuit,build your own grand slam wheat toast scrambled eggs hash browns buttermilk pancakes buttermilk biscuit,,,
Washington D.C.,Denny's (8424 BALTIMORE AVE),2019-02-24T04:32:45.000Z,2019-02-24T05:00:33.000Z,completed,New! Grilled Tuscan Chicken Sandwich,2.0,Seasoned Fries,,,,21.79,USD,"{'baltimore', 'ave', 'denny'}",new grilled tuscan chicken sandwich,seasoned fries,new grilled tuscan chicken sandwich seasoned fries,,,
