city_name,restaurant_name,request_time_local,final_delivery_time_local,order_status,dish_name,item_quantity,customizations,customization_cost_local,special_instructions,item_price,order_price,currency,restaurant_tokens,dish_name_clean,customization_clean,dish_name_to_be_processed,dish_description,sugar_level,sodium_level,dish_description_clean
Washington D.C.,McDonald's® (Bwr Rbd 190028 Greenbelt),2020-06-28T01:48:44.000Z,2020-06-28T02:23:59.000Z,completed,Medium Strawberry Shake,1.0,"Whipped Cream, Medium Strawberry Shake",0.0,,3.49,31.86,USD,"{'mcdonald', 'bwr', 'rbd', 'greenbelt'}",strawberry shake,whipped cream strawberry shake,strawberry shake whipped cream strawberry shake,"This medium strawberry shake offers a sweet and fruity taste, complemented by a creamy, velvety texture that glides smoothly across the palate, while its inviting aroma of fresh strawberries and whipped cream adds a delightful, indulgent touch, making it a refreshing treat perfect for any occasion.",,,this strawberry shake offers sweet and fruity taste complemented by creamy velvety texture that glides smoothly across the palate while its inviting aroma of fresh strawberries and whipped cream adds delightful indulgent touch making it refreshing treat perfect any occasion
Washington D.C.,Shanghai Tokyo Cafe (College Park),2020-06-27T15:24:58.000Z,2020-06-27T15:51:18.000Z,completed,Vegetable and Tofu Pad Thai,4.0,Tofu,2.0,,10.95,101.76,USD,"{'college', 'tokyo', 'cafe', 'shanghai', 'park'}",vegetable and tofu pad thai,tofu,vegetable and tofu pad thai tofu,"This Vegetable and Tofu Pad Thai offers a delightful balance of sweet and tangy flavors, complemented by the earthy aroma of fresh herbs and a hint of roasted peanuts, while the dish features a tender yet slightly chewy texture from the stir-fried noodles and succulent tofu, creating a satisfying and vibrant meal.",,,this vegetable and tofu pad thai offers delightful balance of sweet and tangy flavors complemented by the earthy aroma of fresh herbs and hint of roasted peanuts while the dish features tender yet slightly chewy texture from the stir fried noodles and succulent tofu creating satisfying and vibrant
Washington D.C.,Starbucks (Riverdale Park),2020-06-14T06:10:58.000Z,2020-06-14T07:20:13.000Z,completed,S'mores Frappuccino® Blended Beverage,1.0,"Whole Milk, Ice, Frappuccino® Roast, Included Vanilla Syrup, Graham Cracker Topping, Included Milk Chocolate Sauce",0.0,,5.75,28.14,USD,"{'riverdale', 'starbucks', 'park'}",mores frappuccino blended beverage,whole milk ice frappuccino roast included vanilla syrup graham cracker topping included milk chocolate sauce,mores frappuccino blended beverage whole milk ice frappuccino roast included vanilla syrup graham cracker topping included milk chocolate sauce,"This S'mores Frappuccino features a sweet, creamy blend of whole milk and vanilla syrup, complemented by the toasty aroma of graham crackers and rich chocolate, all enveloped in a thick, velvety texture that invites indulgence with every sip.",,,this mores frappuccino features sweet creamy blend of whole milk and vanilla syrup complemented by the toasty aroma of graham crackers and rich chocolate all enveloped thick velvety texture that invites indulgence with every sip
Washington D.C.,Burger King (2208 University Blvd E),2020-05-23T23:21:23.000Z,2020-05-23T23:29:03.000Z,unfulfilled,Spicy Crispy Chicken Sandwich Meal,1.0,"Medium, Sprite®, French Fries",0.0,,8.29,0.0,USD,"{'king', 'burger', 'blvd', 'university'}",spicy crispy chicken sandwich,sprite french fries,spicy crispy chicken sandwich sprite french fries,"This Spicy Crispy Chicken Sandwich Meal features a tender, juicy chicken fillet that delivers a satisfying heat, complemented by a warm, herby aroma and a crispy, crackly coating, served alongside golden, crunchy French fries and a refreshing Sprite to balance the flavors.",,,this spicy crispy chicken sandwich features tender juicy chicken fillet that delivers satisfying heat complemented by warm herby aroma and crispy crackly coating served alongside golden crunchy french fries and refreshing sprite to balance the flavors
Washington D.C.,Burger King (2208 University Blvd E),2020-05-23T23:21:23.000Z,2020-05-23T23:29:03.000Z,unfulfilled,Impossible™ WHOPPER® Meal,2.0,"Dr Pepper®, French Fries",0.0,,8.99,0.0,USD,"{'king', 'burger', 'blvd', 'university'}",impossible whopper,dr pepper french fries,impossible whopper dr pepper french fries,"The Impossible™ WHOPPER® Meal features a savory, umami-rich plant-based patty that delivers a satisfying bite, complemented by the smoky aroma of grilled vegetables, while the crispy French fries add a delightful crunch, creating a well-rounded experience that balances taste, aroma, and texture.",,,the impossible whopper features savory umami rich plant based patty that delivers satisfying bite complemented by the smoky aroma of grilled vegetables while the crispy french fries delightful crunch creating well rounded experience that balances taste aroma and texture
Washington D.C.,Pizza Boli's (8800 Commerce Ct),2020-05-18T19:22:15.000Z,2020-05-18T21:47:40.000Z,completed,2 Liter Bottled Soda,4.0,Brisk Iced Tea,0.0,,2.99,15.25,USD,"{'boli', 'commerce', 'pizza'}",liter bottled soda,brisk iced tea,liter bottled soda brisk iced tea,,,,
Washington D.C.,Bombay Bites,2020-05-02T12:28:22.000Z,2020-05-02T13:23:02.000Z,completed,Garlic Chicken Curry,1.0,Medium,0.0,,11.99,51.8,USD,"{'bombay', 'bites'}",garlic chicken curry,,garlic chicken curry,"This garlic chicken curry features tender, succulent pieces of chicken simmered in a rich, savory sauce that balances spicy and umami flavors, while the aromatic blend of warm spices and roasted garlic fills the air, creating a velvety texture that envelops each bite.",,,this garlic chicken curry features tender succulent pieces of chicken simmered rich savory sauce that balances spicy and umami flavors while the aromatic blend of warm spices and roasted garlic fills the air creating velvety texture that envelops each bite
Washington D.C.,Popeyes (8416 Sudley Rd),2020-04-21T13:52:23.000Z,2020-04-21T14:38:25.000Z,completed,UnSweet Iced Tea 1/2 Gallon,1.0,,,,2.74,34.35,USD,"{'popeyes', 'sudley'}",unsweet iced tea gallon,,unsweet iced tea gallon,"This refreshing unsweet iced tea offers a brisk, slightly bitter taste that invigorates the palate, complemented by a floral aroma that hints at the tea leaves' origin, while its smooth, crisp texture provides a clean finish, making it an ideal thirst-quencher for any meal.",,,this refreshing unsweet iced tea offers brisk slightly bitter taste that invigorates the palate complemented by floral aroma that hints at the tea leaves origin while its smooth crisp texture provides clean finish making it an ideal thirst quencher any
Washington D.C.,Popeyes (8416 Sudley Rd),2020-04-21T13:52:23.000Z,2020-04-21T14:38:25.000Z,completed,CANE SWEEEET ICED TEA™ 1/2 Gallon,1.0,,,,2.74,34.35,USD,"{'popeyes', 'sudley'}",cane sweeeet iced tea gallon,,cane sweeeet iced tea gallon,"This refreshing cane sweet iced tea offers a delightful balance of sweet and tangy flavors, with a warm, herbal aroma that hints at its brewed origins, while its smooth, silky texture glides effortlessly across the palate, making it a perfect companion for any meal.",,,this refreshing cane sweet iced tea offers delightful balance of sweet and tangy flavors with warm herbal aroma that hints at its brewed origins while its smooth silky texture glides effortlessly across the palate making it perfect companion any
Washington D.C.,Panda Express (10689 Sudley Manor Drive),2020-04-14T17:33:22.000Z,2020-04-14T18:00:06.000Z,completed,Build Your Own Bigger Plate - 1 Full Side,1.0,"SweetFire Chicken Breast, Kung Pao Chicken, Chow Mein",0.0,,11.25,40.8,USD,"{'drive', 'panda', 'sudley', 'manor', 'express'}",build your own bigger plate full,sweetfire chicken breast kung pao chicken chow mein,build your own bigger plate full sweetfire chicken breast kung pao chicken chow mein,"This vibrant dish features tender sweetfire chicken breast and savory kung pao chicken, both delivering a delightful umami punch, while the chow mein adds a satisfying crunch; the aroma is enhanced by earthy notes of roasted peanuts and fragrant spices, creating a well-rounded experience that is both hearty and flavorful.",,,this vibrant dish features tender sweetfire chicken breast and savory kung pao chicken both delivering delightful umami punch while the chow mein adds satisfying crunch the aroma is enhanced by earthy notes of roasted peanuts and fragrant spices creating well rounded experience that is both hearty and flavorful
Washington D.C.,Panda Express (10689 Sudley Manor Drive),2020-04-14T17:33:22.000Z,2020-04-14T18:00:06.000Z,completed,Build Your Own Bigger Plate - 2 Half Sides,1.0,"Mushroom Chicken, SweetFire Chicken Breast, Kung Pao Chicken, Half Fried Rice, Half Chow Mein",0.0,,11.25,40.8,USD,"{'drive', 'panda', 'sudley', 'manor', 'express'}",build your own bigger plate half sides,mushroom chicken sweetfire chicken breast kung pao chicken half fried rice half chow mein,build your own bigger plate half sides mushroom chicken sweetfire chicken breast kung pao chicken half fried rice half chow mein,"This build-your-own plate features tender, savory mushroom chicken and sweetfire chicken breast, both exuding a warm, herby aroma, while the half fried rice and chow mein provide a satisfying, slightly chewy texture, creating a delightful balance of sweet and umami flavors in each bite.",,,this build your own plate features tender savory mushroom chicken and sweetfire chicken breast both exuding warm herby aroma while the half fried rice and chow mein provide satisfying slightly chewy texture creating delightful balance of sweet and umami flavors each bite
Washington D.C.,Iconik Lounge & Grill (Manassas),2020-04-09T21:43:47.000Z,2020-04-09T22:21:12.000Z,completed,Chicken Kabob Roll (Halal),1.0,,,extra spicy,10.99,40.58,USD,"{'iconik', 'lounge', 'grill', 'manassas'}",chicken kabob roll,,chicken kabob roll,"The Chicken Kabob Roll features tender, juicy chicken marinated in warm spices, delivering a savory taste complemented by a smoky aroma from the grill, all wrapped in a soft, flaky flatbread that adds a delightful texture, making each bite a satisfying experience.",,,the chicken kabob roll features tender juicy chicken marinated warm spices delivering savory taste complemented by smoky aroma from the all wrapped soft flaky flatbread that adds delightful texture making each bite satisfying experience
Washington D.C.,Starbucks (Manassas Crossroads),2020-04-08T00:37:17.000Z,2020-04-08T01:23:59.000Z,completed,Java Chip Frappuccino® Blended Beverage,1.0,Heavy Cream,0.8,,5.15,21.18,USD,"{'starbucks', 'crossroads', 'manassas'}",java chip frappuccino blended beverage,heavy cream,java chip frappuccino blended beverage heavy cream,"This Java Chip Frappuccino features a sweet, chocolatey flavor complemented by a rich, creamy aroma, while its texture is delightfully thick and velvety, creating a luxurious sipping experience that is both indulgent and refreshing.",,,this java chip frappuccino features sweet chocolatey flavor complemented by rich creamy aroma while its texture is delightfully thick and velvety creating luxurious sipping experience that is both indulgent and refreshing
Washington D.C.,Cold Stone (8113 Sudley Rd),2020-03-27T20:52:57.000Z,2020-03-27T21:12:50.000Z,completed,Create Your Own Mine,2.0,"Chocolate Chips, M&M's, Kit Kat, Pistachio Ice Ceram, Fudge Topping",0.0,,9.49,22.14,USD,"{'cold', 'stone', 'sudley'}",create your own mine,chocolate chips and kit kat pistachio ice ceram fudge topping,create your own mine chocolate chips and kit kat pistachio ice ceram fudge topping,"This indulgent dessert features a sweet blend of chocolate chips and crispy Kit Kat pieces, enveloped in a creamy, velvety pistachio ice cream, while the rich aroma of toasted nuts and fudge topping adds depth, creating a delightful contrast of textures that are both crunchy and smooth.",,,this indulgent features sweet blend of chocolate chips and crispy kit kat pieces enveloped creamy velvety pistachio ice cream while the rich aroma of toasted nuts and fudge topping adds depth creating delightful contrast of textures that are both crunchy and smooth
Washington D.C.,Burger King (8330 Sudley Road),2020-03-21T20:18:24.000Z,2020-03-21T20:45:39.000Z,completed,Spicy Crispy Chicken Sandwich,1.0,"Add Pickles, Add Onion",0.0,,5.59,64.49,USD,"{'king', 'road', 'burger', 'sudley'}",spicy crispy chicken sandwich,,spicy crispy chicken sandwich,"This spicy crispy chicken sandwich features a succulent, juicy chicken fillet that delivers a satisfying crunch with each bite, complemented by a warm, peppery aroma and a tangy kick that awakens the palate, making it a bold and flavorful choice for those seeking a zesty meal.",,,this spicy crispy chicken sandwich features succulent juicy chicken fillet that delivers satisfying crunch with each bite complemented by warm peppery aroma and tangy kick that awakens the palate making it bold and flavorful choice those seeking zesty
Washington D.C.,Cold Stone (8113 Sudley Rd),2020-03-18T16:28:16.000Z,2020-03-18T16:43:39.000Z,completed,Berry Berry Berry Good,1.0,Gotta Have It,1.6,,6.89,14.96,USD,"{'cold', 'stone', 'sudley'}",berry good,gotta have it,berry good gotta have it,"This delightful dessert features a medley of sweet, ripe berries that burst with flavor, complemented by a fragrant, floral aroma, while the creamy, velvety texture of the ice cream creates a luscious mouthfeel, making it a truly indulgent treat.",,,this delightful features medley of sweet ripe berries that burst with flavor complemented by fragrant floral aroma while the creamy velvety texture of the ice cream creates luscious mouthfeel making it truly indulgent treat
Washington D.C.,McDonald's® (12982 MIDDLEBROOK RD),2020-02-05T23:31:07.000Z,2020-02-05T23:46:00.000Z,completed,Bacon Big Mac,1.0,"Shredded Lettuce, Big Mac Bun, Salt, Diced Onions, American Cheese, Ice, Bacon, Meat, Pickle, Mac Sauce",0.0,,7.12,15.6,USD,"{'mcdonald', 'middlebrook'}",bacon big mac,shredded lettuce big mac bun salt diced onions american cheese ice bacon meat pickle mac sauce,bacon big mac shredded lettuce big mac bun salt diced onions american cheese ice bacon meat pickle mac sauce,"The Bacon Big Mac offers a savory explosion of flavors with its umami-rich beef and crispy bacon, complemented by the tangy aroma of diced onions and pickles, all nestled in a soft, fluffy bun that provides a satisfying, tender texture, while the creamy mac sauce adds a luscious finish.",,,the bacon big mac offers savory explosion of flavors with its umami rich beef and crispy bacon complemented by the tangy aroma of diced onions and pickles all nestled soft fluffy bun that provides satisfying tender texture while the creamy mac sauce adds luscious finish
Washington D.C.,Five Guys (12840 Pinnacle Dr.) MD - 22,2020-02-01T12:53:36.000Z,2020-02-01T13:17:22.000Z,completed,Simply Lemonade,1.0,,,,3.27,25.02,USD,"{'guys', 'five', 'pinnacle'}",simply lemonade,,simply lemonade,"Simply Lemonade offers a refreshing balance of sweet and tangy flavors, with a bright citrus aroma that invigorates the senses, while its smooth, crisp texture provides a satisfying sip that quenches thirst perfectly.",,,simply lemonade offers refreshing balance of sweet and tangy flavors with bright citrus aroma that invigorates the senses while its smooth crisp texture provides satisfying sip that quenches thirst perfectly
Washington D.C.,Popeyes (19911 Frederick Rd),2019-12-27T12:31:28.000Z,,completed,The Offset (Limited Time Offer),1.0,"Large Cajun Fries, Large Mashed Potatoes with Cajun Gravy, Spicy, 4 Biscuits",0.0,,19.99,17.1,USD,"{'popeyes', 'frederick'}",the offset,cajun fries mashed potatoes with cajun gravy spicy biscuits,the offset cajun fries mashed potatoes with cajun gravy spicy biscuits,"The Offset features crispy Cajun fries that deliver a spicy kick, complemented by the earthy aroma of Cajun spices, while the creamy mashed potatoes provide a velvety texture, all generously topped with rich, savory Cajun gravy and served alongside fluffy, tender biscuits that enhance the overall indulgence.",,,the offset features crispy cajun fries that deliver spicy kick complemented by the earthy aroma of cajun spices while the creamy mashed potatoes provide velvety texture all generously topped with rich savory cajun gravy and served alongside fluffy tender biscuits that enhance the overall indulgence
Washington D.C.,Shanghai Tokyo Cafe (College Park),2019-12-25T12:33:00.000Z,,completed,Chicken Pad Thai,2.0,,,make it extra spicy please,10.95,38.37,USD,"{'college', 'tokyo', 'cafe', 'shanghai', 'park'}",chicken pad thai,,chicken pad thai,"This Chicken Pad Thai features a delightful balance of sweet and tangy flavors, complemented by the earthy aroma of toasted peanuts and fresh herbs, while the dish boasts a tender yet slightly chewy texture from the rice noodles, creating a satisfying and vibrant culinary experience.",,,this chicken pad thai features delightful balance of sweet and tangy flavors complemented by the earthy aroma of toasted peanuts and fresh herbs while the dish boasts tender yet slightly chewy texture from the rice noodles creating satisfying and vibrant culinary experience
Washington D.C.,Popeyes (7101 MLK Jr. Hwy),2019-12-14T20:30:01.000Z,,completed,The Quavo (Limited Time Offer),1.0,"Regular Mashed Potatoes with Cajun Gravy, Minute Maid® Lemonade, Spicy, 2 Regular Fries , 2 Apple Pies, CANE SWEEEET ICED TEA™",0.0,,17.99,21.77,USD,"{'popeyes', 'mlk', 'hwy'}",the quavo,mashed potatoes with cajun gravy minute maid lemonade spicy fries apple pies cane sweeeet iced tea,the quavo mashed potatoes with cajun gravy minute maid lemonade spicy fries apple pies cane sweeeet iced tea,"The Quavo features creamy, velvety mashed potatoes enriched with a savory, herby Cajun gravy, complemented by the warm, sweet aroma of freshly brewed iced tea; alongside, crispy, spicy fries deliver a satisfying crunch, while the tangy sweetness of Minute Maid lemonade and apple pies provide a delightful finish.",,,the quavo features creamy velvety mashed potatoes enriched with savory herby cajun gravy complemented by the warm sweet aroma of freshly brewed iced tea alongside crispy spicy fries deliver satisfying crunch while the tangy sweetness of minute maid lemonade and apple pies provide delightful finish
Washington D.C.,McDonald's® (College Park),2019-04-24T02:13:29.000Z,2019-04-24T02:59:50.000Z,completed,SCR Bacon Smokehouse Artisan - Crispy Meal,2.0,"Large, Sweet Iced Tea, Add Pickle, French Fries",,,8.29,23.96,USD,"{'mcdonald', 'college', 'park'}",scr bacon smokehouse artisan crispy,sweet iced tea french fries,scr bacon smokehouse artisan crispy sweet iced tea french fries,"This meal features crispy French fries that deliver a satisfying crunch, complemented by the smoky aroma of bacon, while the sweet iced tea adds a refreshing, sugary note that balances the savory elements, creating a delightful combination of textures and flavors.",,,this features crispy french fries that deliver satisfying crunch complemented by the smoky aroma of bacon while the sweet iced tea adds refreshing sugary note that balances the savory elements creating delightful combination of textures and flavors
Washington D.C.,McDonald's® (College Park),2019-04-21T22:31:26.000Z,2019-04-21T22:57:13.000Z,completed,SCR Mushroom Swiss - Crispy Meal,2.0,"Large, Add Mayonnaise, Sweet Iced Tea, Add Pickle, French Fries",,,8.78,24.9,USD,"{'mcdonald', 'college', 'park'}",scr mushroom swiss crispy,sweet iced tea french fries,scr mushroom swiss crispy sweet iced tea french fries,"The SCR Mushroom Swiss features a savory umami flavor from the melted cheese and earthy mushrooms, complemented by a nutty aroma, while the crispy texture of the sandwich contrasts beautifully with the tender patty, making it a delightful meal alongside sweet iced tea and crunchy French fries.",,,the scr mushroom swiss features savory umami flavor from the melted cheese and earthy mushrooms complemented by nutty aroma while the crispy texture of the sandwich contrasts beautifully with the tender patty making it delightful alongside sweet iced tea and crunchy french fries
Washington D.C.,Denny's (8424 BALTIMORE AVE),2019-04-20T06:35:01.000Z,2019-04-20T07:09:19.000Z,completed,New! Mega Philly Cheese Melt,1.0,"Chicken, Seasoned Fries",,,9.99,12.8,USD,"{'denny', 'baltimore', 'ave'}",new mega philly cheese melt,chicken seasoned fries,new mega philly cheese melt chicken seasoned fries,"The Mega Philly Cheese Melt features a savory blend of melted cheese and seasoned chicken, delivering a rich umami flavor, while the aroma of toasted bread and herbs entices the senses; its crispy exterior gives way to a gooey, velvety interior, perfectly complemented by a side of seasoned fries that add a satisfying crunch.",,,the mega philly cheese melt features savory blend of melted cheese and seasoned chicken delivering rich umami flavor while the aroma of toasted bread and herbs entices the senses its crispy exterior gives way to gooey velvety interior perfectly complemented by of seasoned fries that satisfying crunch
Washington D.C.,Denny's (8424 BALTIMORE AVE),2019-04-13T01:56:15.000Z,2019-04-13T02:27:14.000Z,completed,Build Your Own Grand Slam,1.0,"Wheat Toast, Scrambled Eggs, Buttermilk Pancakes with Blueberries, Hash Browns, Cheddar Cheese Hash Browns, Buttermilk Biscuit",,,7.99,22.48,USD,"{'denny', 'baltimore', 'ave'}",build your own grand slam,wheat toast scrambled eggs buttermilk pancakes with blueberries hash browns cheddar cheese hash browns buttermilk biscuit,build your own grand slam wheat toast scrambled eggs buttermilk pancakes with blueberries hash browns cheddar cheese hash browns buttermilk biscuit,"The Build Your Own Grand Slam features fluffy buttermilk pancakes, sweetened with bursts of juicy blueberries, alongside savory scrambled eggs that offer a creamy texture, all complemented by crispy hash browns infused with a hint of earthy cheddar, creating a delightful breakfast experience that is both hearty and satisfying.",,,the build your own grand slam features fluffy buttermilk pancakes sweetened with bursts of juicy blueberries alongside savory scrambled eggs that offer creamy texture all complemented by crispy hash browns infused with hint of earthy cheddar creating delightful breakfast experience that is both hearty and satisfying
Washington D.C.,McDonald's® (College Park),2019-04-02T21:18:54.000Z,2019-04-02T21:40:10.000Z,completed,Sweet Iced Tea,2.0,Large,,,1.0,16.89,USD,"{'mcdonald', 'college', 'park'}",sweet iced tea,,sweet iced tea,"This sweet iced tea offers a refreshing balance of sugary sweetness and a hint of tangy brightness, complemented by a floral aroma that invites you in; its smooth, chilled texture glides effortlessly over the palate, making it a perfect thirst-quencher on a warm day.",,,this sweet iced tea offers refreshing balance of sugary sweetness and hint of tangy brightness complemented by floral aroma that invites you its smooth chilled texture glides effortlessly over the palate making it perfect thirst quencher on warm day
Washington D.C.,Denny's (8424 BALTIMORE AVE),2019-03-01T03:05:40.000Z,2019-03-01T04:00:37.000Z,completed,Build Your Own Grand Slam®,1.0,"Wheat Toast, Scrambled Eggs, Hash Browns, Buttermilk Pancakes, Buttermilk Biscuit",,,,20.08,USD,"{'denny', 'baltimore', 'ave'}",build your own grand slam,wheat toast scrambled eggs hash browns buttermilk pancakes buttermilk biscuit,build your own grand slam wheat toast scrambled eggs hash browns buttermilk pancakes buttermilk biscuit,"This hearty Build Your Own Grand Slam® features fluffy scrambled eggs with a savory, buttery aroma, crispy hash browns that offer a satisfying crunch, and warm buttermilk pancakes drizzled with sweet syrup, creating a delightful balance of textures and flavors that invite a comforting breakfast experience.",,,this hearty build your own grand slam features fluffy scrambled eggs with savory buttery aroma crispy hash browns that offer satisfying crunch and warm buttermilk pancakes drizzled with sweet syrup creating delightful balance of textures and flavors that invite comforting breakfast experience
Washington D.C.,Denny's (8424 BALTIMORE AVE),2019-02-24T04:32:45.000Z,2019-02-24T05:00:33.000Z,completed,New! Grilled Tuscan Chicken Sandwich,2.0,Seasoned Fries,,,,21.79,USD,"{'denny', 'baltimore', 'ave'}",new grilled tuscan chicken sandwich,seasoned fries,new grilled tuscan chicken sandwich seasoned fries,"This grilled Tuscan chicken sandwich features succulent, juicy chicken infused with savory herbs and a hint of smokiness, complemented by a warm, toasty aroma; the crispy bread adds a delightful crunch, while the seasoned fries provide a salty, satisfying contrast, making for a well-rounded and flavorful meal.",,,this grilled tuscan chicken sandwich features succulent juicy chicken infused with savory herbs and hint of smokiness complemented by warm toasty aroma the crispy bread adds delightful crunch while the seasoned fries provide salty satisfying contrast making well rounded and flavorful
Washington D.C.,McDonald's® (College Park),2019-01-25T23:36:50.000Z,2019-01-25T23:57:47.000Z,completed,Bacon McDouble Meal,2.0,"Extra Mayonnaise, Large, Extra Pickle, Sweet Iced Tea, Extra Diced Onions, French Fries",,,,20.31,USD,"{'mcdonald', 'college', 'park'}",bacon mcdouble,sweet iced tea onions french fries,bacon mcdouble sweet iced tea onions french fries,"The Bacon McDouble Meal features a savory, umami-rich burger layered with crispy bacon and tender onions, exuding a smoky aroma, while the golden, crunchy French fries provide a satisfying texture, complemented by the refreshing sweetness of the iced tea that balances the meal's flavors.",,,the bacon mcdouble features savory umami rich burger layered with crispy bacon and tender onions exuding smoky aroma while the golden crunchy french fries provide satisfying texture complemented by the refreshing sweetness of the iced tea that balances the flavors
Washington D.C.,McDonald's® (College Park),2018-11-17T01:40:48.000Z,,completed,Quarter Pounder With Cheese,,,,,4.89,22.23,USD,"{'mcdonald', 'college', 'park'}",quarter pounder with cheese,,quarter pounder with cheese,"The Quarter Pounder with Cheese offers a savory, umami-rich flavor from the juicy beef patty, complemented by the warm, toasty aroma of the sesame seed bun, while its texture combines a tender, succulent bite with the satisfying crunch of fresh lettuce and pickles.",,,the quarter pounder with cheese offers savory umami rich flavor from the juicy beef patty complemented by the warm toasty aroma of the sesame seed bun while its texture combines tender succulent bite with the satisfying crunch of fresh lettuce and pickles
Washington D.C.,Qu Japan,2018-10-12T20:58:20.000Z,,completed,Create Your Own Hibachi Meal 2 Proteins,,"Onion, Jalapeno, Green Pepper, Carrot, Soy Sauce, Ginger Sauce, Chicken, Noodle, Rice , Zucchini, Beef",,,10.95,32.0,USD,{'japan'},create your own hibachi proteins,onion jalapeno green pepper carrot soy sauce ginger sauce chicken noodle rice zucchini beef,create your own hibachi proteins onion jalapeno green pepper carrot soy sauce ginger sauce chicken noodle rice zucchini beef,"This create-your-own hibachi meal features succulent chicken and beef, enhanced by the savory aroma of ginger and soy sauce, while the vibrant vegetables like zucchini and bell peppers add a fresh, earthy note; the dish is served sizzling hot with a delightful, slightly crispy texture that contrasts beautifully with the tender noodles and rice.",,,this create your own hibachi features succulent chicken and beef enhanced by the savory aroma of ginger and soy sauce while the vibrant vegetables like zucchini and bell peppers fresh earthy note the dish is served sizzling hot with delightful slightly crispy texture that contrasts beautifully with the tender noodles and rice
Washington D.C.,Shanghai Cafe,2018-10-09T21:15:43.000Z,,completed,General Tso's Chicken,,,,Make it extremely spicy please,9.0,20.57,USD,"{'shanghai', 'cafe'}",general tso chicken,,general tso chicken,"General Tso's Chicken features tender, succulent pieces of chicken coated in a sweet and tangy sauce, exuding a warm-spice aroma with hints of ginger and garlic, while the crispy texture adds a delightful crunch, making it a satisfying dish that balances flavor and mouthfeel beautifully.",,,general tso chicken features tender succulent pieces of chicken coated sweet and tangy sauce exuding warm spice aroma with hints of ginger and garlic while the crispy texture adds delightful crunch making it satisfying dish that balances flavor and mouthfeel beautifully
Washington D.C.,Krazi Kebob (College Park),2018-10-09T13:24:28.000Z,,completed,Paneer Stuffed Naan Bread,,,,,5.29,20.0,USD,"{'krazi', 'college', 'kebob', 'park'}",paneer stuffed naan bread,,paneer stuffed naan bread,"This paneer stuffed naan bread offers a delightful combination of savory umami from the creamy cheese filling, complemented by a warm, earthy aroma of freshly baked dough, while its texture is beautifully soft and chewy, making each bite a satisfying experience.",,,this paneer stuffed naan bread offers delightful combination of savory umami from the creamy cheese filling complemented by warm earthy aroma of freshly baked dough while its texture is beautifully soft and chewy making each bite satisfying experience
Washington D.C.,McDonald's® (College Park),2018-08-20T00:14:44.000Z,,completed,SCR Double Bacon Smokehouse Quarter - Meal,,"Medium, Add Mayonnaise, Sprite®, French Fries",,,9.29,32.6,USD,"{'mcdonald', 'college', 'park'}",scr bacon smokehouse quarter,sprite french fries,scr bacon smokehouse quarter sprite french fries,"The SCR Double Bacon Smokehouse Quarter features a savory, smoky flavor complemented by the rich aroma of charred bacon, all enveloped in a juicy, succulent patty that offers a satisfying, tender bite, served alongside crispy French fries and a refreshing Sprite to balance the meal.",,,the scr bacon smokehouse quarter features savory smoky flavor complemented by the rich aroma of charred bacon all enveloped juicy succulent patty that offers satisfying tender bite served alongside crispy french fries and refreshing sprite to balance the
Washington D.C.,Kenny's Sub Shop (Beltsville),2018-08-13T22:55:50.000Z,,completed,#Sweet sour chicken,,,,Make it extremely spicy please!!! And no shrimp in egg roll.,10.95,28.7,USD,"{'kenny', 'sub', 'beltsville', 'shop'}",sweet sour chicken,,sweet sour chicken,"This sweet and sour chicken features a tangy, fruity glaze that balances the savory, tender chicken, while the dish is complemented by a fragrant, earthy aroma of bell peppers and onions, all enveloped in a crispy coating that adds a delightful crunch to each bite.",,,this sweet and sour chicken features tangy fruity glaze that balances the savory tender chicken while the dish is complemented by fragrant earthy aroma of bell peppers and onions all enveloped crispy coating that adds delightful crunch to each bite
Washington D.C.,Kenny's Sub Shop (Beltsville),2018-08-13T22:55:50.000Z,,completed,#Human Chicken,,,,Make it extremely spicy please!!! And no shrimp in egg roll,10.95,28.7,USD,"{'kenny', 'sub', 'beltsville', 'shop'}",human chicken,,human chicken,"This dish likely features tender, succulent chicken with a savory umami flavor, complemented by a warm, herby aroma from fresh herbs, and a crispy texture that adds a delightful crunch, making it a satisfying choice at Kenny's Sub Shop.",,,this dish likely features tender succulent chicken with savory umami flavor complemented by warm herby aroma from fresh herbs and crispy texture that adds delightful crunch making it satisfying choice at
Washington D.C.,Denny's (8424 BALTIMORE AVE),2018-08-08T03:22:14.000Z,,completed,Blueberry Pancake Breakfast,,"Scrambled Eggs, Half Bacon and Half Sausage, Hash Browns",,Please do not forget maple syrup and other condiments.,7.99,26.34,USD,"{'denny', 'baltimore', 'ave'}",blueberry pancake breakfast,scrambled eggs half bacon and half sausage hash browns,blueberry pancake breakfast scrambled eggs half bacon and half sausage hash browns,"This hearty Blueberry Pancake Breakfast features fluffy, sweet pancakes infused with juicy blueberries, complemented by the warm, buttery aroma of freshly cooked bacon and sausage; the crispy hash browns add a delightful crunch, creating a satisfying contrast to the tender eggs, making for a comforting morning meal.",,,this hearty blueberry pancake breakfast features fluffy sweet pancakes infused with juicy blueberries complemented by the warm buttery aroma of freshly cooked bacon and sausage the crispy hash browns delightful crunch creating satisfying contrast to the tender eggs making comforting morning
